Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	RD139_Narrow_UPS1_0_1fmol_inj3.mzML	RD139_Narrow_UPS1_0_1fmol_inj1.mzML	RD139_Narrow_UPS1_0_1fmol_inj2.mzML	RD139_Narrow_UPS1_0_25fmol_inj3.mzML	RD139_Narrow_UPS1_0_25fmol_inj1.mzML	RD139_Narrow_UPS1_0_25fmol_inj2.mzML
P64467	P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	466542	374306	491953	563023	569743	554031
P64483	P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	129976	184174	210869	264211	278939	314013
P64493	P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	350415	321265	357324	311630	392109	318915
P64499	P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	1.27098e+06	1.235e+06	1.39094e+06	1.44855e+06	1.06481e+06	1.23287e+06
P64503	P64503	YEBV_ECOLI	yebV	Uncharacterized protein YebV	504632		439260	540776		406175
P64519	P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	457727	342021	322962	393065	383185	254418
P64540	P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	260978	211326	243997	299244	282536	356857
P64545	P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	445662	440586	440430	527509	475916	501555
P64554	P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	2.11908e+06	2.12458e+06	1.97978e+06	2.00051e+06	2.04472e+06	2.19532e+06
P64581	P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	2.91701e+07	2.60193e+07	2.96883e+07	2.50457e+07	2.6978e+07	2.4019e+07
P64596	P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	1.12727e+07	1.03935e+07	1.09841e+07	1.20881e+07	1.23406e+07	1.23073e+07
P64604	P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	1.3581e+06	1.39427e+06	1.54555e+06	1.3843e+06	1.28015e+06	1.41661e+06
P64636	P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	2.29188e+06	2.23562e+06	2.25841e+06	2.28721e+06	2.19885e+06	2.13007e+06
P65556	P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	2.23746e+06	1.81221e+06	1.78897e+06	1.88836e+06	2.05419e+06	1.92099e+06
P65870	P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	950184	855713	886198	649100	756240	672449
P66817	P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	2.85713e+06	2.9719e+06	3.10708e+06	2.88627e+06	3.29434e+06	3.12935e+06
P66948	P66948	BEPA_ECOLI	bepA	Beta-barrel assembly-enhancing protease	1.3022e+06	1.24789e+06	1.23423e+06	1.154e+06	962534	1.28153e+06
P67080	P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	1.37035e+06	1.05614e+06	1.25813e+06	1.12148e+06	1.02694e+06	1.17702e+06
P67087	P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	1.39222e+06	1.49876e+06	1.55857e+06	1.54517e+06	1.40959e+06	1.507e+06
P67095	P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	651703	535344	515968	661876	551285	606779
P67244	P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	496151	398066	537747	364587	280575	335886
P67660	P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	1.12141e+06	893811	1.02896e+06	1.06201e+06	1.07055e+06	1.10283e+06
P67910	P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	2.87336e+07	2.77125e+07	2.94497e+07	2.93232e+07	2.9076e+07	2.83367e+07
P68066	P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	2.0617e+08	2.33455e+08	2.39917e+08	3.11633e+08	2.64652e+08	2.86159e+08
P68187	P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	1.67869e+06	1.41685e+06	1.94683e+06	1.53913e+06	1.54176e+06	1.82775e+06
P68191	P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	1.12603e+06	870685	1.20811e+06	1.18932e+06	1.11415e+06	1.26084e+06
P68688	P68688	GLRX1_ECOLI	grxA	Glutaredoxin-1	1.55855e+06	1.25509e+06	1.48089e+06	1.42623e+06	1.34746e+06	1.39312e+06
P68767	P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	8.45637e+06	8.21519e+06	8.23264e+06	8.22595e+06	7.87213e+06	8.59956e+06
P68919	P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	3.32527e+07	2.75469e+07	2.9512e+07	4.04098e+07	3.24917e+07	3.63905e+07
P69222	P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	1.67676e+07	1.74197e+07	1.65858e+07	1.96339e+07	1.92031e+07	1.85117e+07
P69228	P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	1.54578e+06	1.49946e+06	1.38759e+06	1.10439e+06	1.31842e+06	1.46402e+06
P69330	P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	2.15773e+06	1.70747e+06	2.02716e+06	2.30733e+06	2.01206e+06	2.08441e+06
P69411	P69411	RCSF_ECOLI	rcsF	Outer membrane lipoprotein RcsF	2.76722e+06	3.07775e+06	2.61686e+06	2.77326e+06	3.1799e+06	3.0044e+06
P69425	P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	1.17629e+06	1.14477e+06	1.09663e+06	1.0233e+06	1.02297e+06	921982
P69441	P69441	KAD_ECOLI	adk	Adenylate kinase	6.90363e+06	6.15489e+06	6.64917e+06	7.34192e+06	6.99425e+06	7.45825e+06
P69490	P69490	CCME_ECOLI	ccmE	Cytochrome c-type biogenesis protein CcmE	1.49292e+06	1.31581e+06	1.32698e+06	1.23717e+06	1.16371e+06	1.21164e+06
P69503	P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	6.02516e+06	3.28749e+06	3.59717e+06	3.17991e+06	2.41312e+06	2.56629e+06
P69739	P69739	MBHS_ECOLI	hyaA	Hydrogenase-1 small chain	145355	398165	332854	285443	240499	411906
P69776	P69776	LPP_ECOLI	lpp	Major outer membrane lipoprotein Lpp	187098	207788	233555	170873	181469	249752
P69783	P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	5.04906e+07	5.02753e+07	5.00399e+07	5.36187e+07	5.27511e+07	4.97588e+07
P69786	P69786	PTGCB_ECOLI	ptsG	PTS system glucose-specific EIICB component	3.9174e+06	3.55637e+06	3.95212e+06	3.91399e+06	3.90696e+06	3.97471e+06
P69795	P69795	PTQB_ECOLI	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	344974	392623	408217	341828	292507	317482
P69797	P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	1.20225e+07	1.14394e+07	1.19551e+07	1.2344e+07	1.21207e+07	1.21911e+07
P69801	P69801	PTNC_ECOLI	manY	Mannose permease IIC component	494308	415322	425605	461243	404137	383960
P69805	P69805	PTND_ECOLI	manZ	Mannose permease IID component	1.00534e+06	859515	978411	1.27088e+06	1.35149e+06	1.25586e+06
P69811	P69811	PTFAH_ECOLI	fruB	Multiphosphoryl transfer protein	4.77305e+06	4.68585e+06	4.85899e+06	5.66538e+06	5.80851e+06	5.61872e+06
P69829	P69829	PTSN_ECOLI	ptsN	Nitrogen regulatory protein	245278	205566	229044	231526	342138	241008
P69853	P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	1.81001e+06	1.6534e+06	1.47008e+06	1.11354e+06	1.07212e+06	1.11398e+06
P69874	P69874	POTA_ECOLI	potA	Spermidine/putrescine import ATP-binding protein PotA	879877	783438	677478	874415	910886	892553
P69902	P69902	FCTA_ECOLI	frc	Formyl-CoA:oxalate CoA-transferase	471099	325459	604003	460720	460490	410949
P69908;P69910	P69908;P69910	DCEA_ECOLI;DCEB_ECOLI	gadA;gadB	Glutamate decarboxylase alpha	3.46164e+07	3.09914e+07	3.12169e+07	3.09043e+07	3.23019e+07	3.22183e+07
P69913	P69913	CSRA_ECOLI	csrA	Carbon storage regulator	2.83876e+06	2.16366e+06	2.47859e+06	2.86302e+06	2.66818e+06	2.40402e+06
P69924	P69924	RIR2_ECOLI	nrdB	Ribonucleoside-diphosphate reductase 1 subunit beta	2.5216e+06	2.50421e+06	2.56267e+06	2.43701e+06	2.41131e+06	2.69199e+06
P69931	P69931	HDA_ECOLI	hda	DnaA regulatory inactivator Hda	260817	235331	290694	260443	199848	334588
P75691	P75691	YAHK_ECOLI	yahK	Aldehyde reductase YahK	1.14535e+06	1.42718e+06	1.48745e+06	1.28326e+06	1.67719e+06	1.45143e+06
P75694	P75694	YAHO_ECOLI	yahO	Uncharacterized protein YahO	411810	346451	392622	262726	282027	266798
P75726	P75726	CILA_ECOLI	citF	Citrate lyase alpha chain	2.43558e+06	2.35246e+06	2.43419e+06	2.50859e+06	2.59855e+06	2.61863e+06
P75736	P75736	YBFF_ECOLI	ybfF	Esterase YbfF	1.89742e+06	1.56586e+06	1.72972e+06	1.48104e+06	1.38477e+06	1.40154e+06
P75746	P75746	YBGL_ECOLI	ybgL	UPF0271 protein YbgL	374156	303312	352413	331693	291707	289575
P75767	P75767	GNGF_ECOLI	ybhK	Putative gluconeogenesis factor	164692	206397	232031	209616	190865	208810
P75777	P75777	YBHG_ECOLI	ybhG	UPF0194 membrane protein YbhG	1.39431e+06	1.55802e+06	1.74328e+06	1.83033e+06	1.69225e+06	1.72589e+06
P75782	P75782	RLMF_ECOLI	rlmF	Ribosomal RNA large subunit methyltransferase F	622507	708076	639623	629369	565944	543708
P75797	P75797	GSIB_ECOLI	gsiB	Glutathione-binding protein GsiB	443942	424085	428009	408888	456583	514346
P75809	P75809	YBJI_ECOLI	ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI	1.37345e+06	1.28845e+06	1.44563e+06	1.23646e+06	1.22025e+06	1.07001e+06
P75811	P75811	RCDA_ECOLI	rcdA	HTH-type transcriptional regulator RcdA		256704	153643	186887	156103	151975
P75818	P75818	YBJP_ECOLI	ybjP	Uncharacterized lipoprotein YbjP	4.30683e+06	4.51945e+06	4.62901e+06	4.33247e+06	4.28001e+06	4.02775e+06
P75828	P75828	YBJD_ECOLI	ybjD	Uncharacterized protein YbjD	284300	465572	354937	396617	509943	455369
P75829	P75829	YBJX_ECOLI	ybjX	Uncharacterized protein YbjX	2.2936e+06	1.67438e+06	2.14008e+06	2.06203e+06	2.12142e+06	1.94224e+06
P75838	P75838	YCAO_ECOLI	ycaO	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	1.07181e+06	1.06833e+06	951513	973445	994327	974085
P75849	P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	996821	989040	1.1823e+06	1.18314e+06	1.14067e+06	1.15971e+06
P75863	P75863	YCBX_ECOLI	ycbX	Uncharacterized protein YcbX	843902	765869	847136	812542	841024	837592
P75864	P75864	RLMKL_ECOLI	rlmL	Ribosomal RNA large subunit methyltransferase K/L	1.76198e+06	1.98866e+06	1.88149e+06	1.79421e+06	1.86598e+06	1.80135e+06
P75867	P75867	LONH_ECOLI	ycbZ	Putative Lon protease homolog	1.29573e+06	1.13464e+06	1.33463e+06	1.48837e+06	1.36139e+06	1.23944e+06
P75874	P75874	YCCU_ECOLI	yccU	Uncharacterized protein YccU	1.65475e+06	1.72197e+06	1.65337e+06	1.51299e+06	1.5869e+06	1.63938e+06
P75876	P75876	RLMI_ECOLI	rlmI	Ribosomal RNA large subunit methyltransferase I	3.26566e+06	3.11009e+06	3.16531e+06	3.32713e+06	3.2984e+06	3.31762e+06
P75882	P75882	GFCD_ECOLI	gfcD	Uncharacterized lipoprotein GfcD	1.5991e+06	1.55108e+06	1.61875e+06	1.60655e+06	1.51344e+06	1.56771e+06
P75883	P75883	GFCC_ECOLI	gfcC	Uncharacterized protein GfcC	308762			496094	418369	381370
P75884	P75884	GFCB_ECOLI	gfcB	Uncharacterized lipoprotein GfcB	1.45531e+06	1.68593e+06	1.92611e+06	1.54729e+06	1.22322e+06	1.5416e+06
P75913	P75913	GHRA_ECOLI	ghrA	Glyoxylate/hydroxypyruvate reductase A	699982	698336	772661	786457	831437	829082
P75914	P75914	YCDX_ECOLI	ycdX	Probable phosphatase YcdX	1.57558e+06	1.55879e+06	1.61643e+06	1.64518e+06	1.7914e+06	1.70468e+06
P75915	P75915	YCDY_ECOLI	ycdY	Chaperone protein YcdY	8.49934e+06	9.82947e+06	8.58094e+06	7.82475e+06	9.25863e+06	8.04654e+06
P75931	P75931	YCEM_ECOLI	yceM	Putative oxidoreductase YceM	228473		267864	233513	212444	250556
P75937	P75937	FLGE_ECOLI	flgE	Flagellar hook protein FlgE	1.8494e+06	1.89016e+06	1.85776e+06	1.77038e+06	1.76032e+06	1.7425e+06
P75949	P75949	NAGZ_ECOLI	nagZ	Beta-hexosaminidase	869209	777957	876115	997474	885571	1.01374e+06
P75954	P75954	YCFS_ECOLI	ycfS	Probable L,D-transpeptidase YcfS	711436	685858	726317	560507	625794	611669
P75957	P75957	LOLD_ECOLI	lolD	Lipoprotein-releasing system ATP-binding protein LolD	164752	255270	308144	95437.7	149351	151363
P75960	P75960	NPD_ECOLI	cobB	NAD-dependent protein deacylase	4.2612e+06	4.21444e+06	4.33343e+06	4.23976e+06	4.47396e+06	4.1947e+06
P75966	P75966	RLUE_ECOLI	rluE	Ribosomal large subunit pseudouridine synthase E	243748	275662		328611	286617	265338
P76002	P76002	PLIG_ECOLI	pliG	Inhibitor of g-type lysozyme	543347	620279	673171	647539	680946	717707
P76004	P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	272515	138837	257020	312921	207517	181011
P76008	P76008	LDCA_ECOLI	ldcA	Murein tetrapeptide carboxypeptidase	1.51857e+06	1.36458e+06	1.4552e+06	1.34977e+06	1.61136e+06	1.43482e+06
P76014	P76014	DHAL_ECOLI	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	345590	105613	211772	226049	162557	302896
P76015	P76015	DHAK_ECOLI	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	936916	808302	807304	871303	793303	865474
P76027	P76027	OPPD_ECOLI	oppD	Oligopeptide transport ATP-binding protein OppD	747753	992090	923394	1.11404e+06	1.18346e+06	1.00707e+06
P76034	P76034	YCIT_ECOLI	yciT	Uncharacterized HTH-type transcriptional regulator YciT	978302	980746	1.12808e+06	1.04649e+06	1.03097e+06	1.15514e+06
P76046	P76046	YCJX_ECOLI	ycjX	Uncharacterized protein YcjX	751611	398741	479817	524154	523997	342504
P76055	P76055	TTCA_ECOLI	ttcA	tRNA 2-thiocytidine biosynthesis protein TtcA	932537	371323	657125	984721	423360	550475
P76104	P76104	YDCP_ECOLI	ydcP	Uncharacterized protease YdcP	1.04482e+06	946463	1.01495e+06	884652	889098	896258
P76116	P76116	YNCE_ECOLI	yncE	Uncharacterized protein YncE	3.34953e+06	3.568e+06	3.25317e+06	3.32935e+06	3.43948e+06	3.23839e+06
P76170	P76170	YNFB_ECOLI	ynfB	UPF0482 protein YnfB	3.14167e+06	2.68108e+06	2.90113e+06	2.74739e+06	2.42868e+06	2.68854e+06
P76177	P76177	YDGH_ECOLI	ydgH	Protein YdgH	2.5517e+07	2.50268e+07	2.46814e+07	2.50167e+07	2.43832e+07	2.48917e+07
P76187	P76187	YDHF_ECOLI	ydhF	Oxidoreductase YdhF	959282	800307	737290	827507	950443	678388
P76192	P76192	YDHV_ECOLI	ydhV	Uncharacterized oxidoreductase YdhV	720817	763202	812218	725327	733904	726295
P76193	P76193	YNHG_ECOLI	ynhG	Probable L,D-transpeptidase YnhG	1.79704e+06	1.61397e+06	1.69871e+06	1.62173e+06	1.65095e+06	1.73088e+06
P76220	P76220	YDJY_ECOLI	ydjY	Uncharacterized protein YdjY		274460	519993	310011	476839	422481
P76223	P76223	YNJB_ECOLI	ynjB	Protein YnjB	1.19821e+06	1.1422e+06	1.06794e+06	1.1284e+06	1.12649e+06	1.05625e+06
P76243	P76243	YEAO_ECOLI	yeaO	Uncharacterized protein YeaO	813646	712739	705816	749994	739416	749034
P76245	P76245	YEAP_ECOLI	yeaP	Probable diguanylate cyclase YeaP	392708	379794	365513	288829	273602	320906
P76268	P76268	KDGR_ECOLI	kdgR	Transcriptional regulator KdgR	4.54475e+06	4.04644e+06	4.32414e+06	3.96476e+06	3.63862e+06	3.73844e+06
P76270	P76270	MSRC_ECOLI	msrC	Free methionine-R-sulfoxide reductase	6.50516e+06	4.6642e+06	4.86132e+06	5.3019e+06	4.65329e+06	3.97001e+06
P76272	P76272	YEBT_ECOLI	yebT	Uncharacterized protein YebT	109415	209141	226453	176417	190336	214746
P76273	P76273	RSMF_ECOLI	rsmF	Ribosomal RNA small subunit methyltransferase F	600474	472227	511021	408326	462686	517785
P76290	P76290	CMOA_ECOLI	cmoA	tRNA (cmo5U34)-methyltransferase	695505	695364	526048	730344	724446	713483
P76291	P76291	CMOB_ECOLI	cmoB	tRNA (mo5U34)-methyltransferase	693455	696160	756552	715533	692293	680504
P76298	P76298	FLHA_ECOLI	flhA	Flagellar biosynthesis protein FlhA	158428	357545	304004	245744	353579	286631
P76308	P76308	YECR_ECOLI	yecR	Uncharacterized protein YecR	262365	245132	314314	274965	318622	358545
P76316	P76316	DCYD_ECOLI	dcyD	D-cysteine desulfhydrase	1.97388e+06	2.08617e+06	1.88955e+06	1.88893e+06	2.0491e+06	2.03577e+06
P76397	P76397	MDTA_ECOLI	mdtA	Multidrug resistance protein MdtA	285640			224828	178202	227143
P76402	P76402	YEGP_ECOLI	yegP	UPF0339 protein YegP	1.11161e+06	1.31319e+06	1.20867e+06	1.46417e+06	1.60828e+06	1.48343e+06
P76403	P76403	YEGQ_ECOLI	yegQ	Uncharacterized protease YegQ	2.04293e+06	2.30519e+06	2.29301e+06	2.19781e+06	2.32412e+06	2.56664e+06
P76406	P76406	YEGR_ECOLI	yegR	Uncharacterized protein YegR	399504	356972	393922	469156	481128	456522
P76491	P76491	5DNU_ECOLI	yfbR	5'-deoxynucleotidase YfbR	145514	111039	160781	131997	147311	180534
P76502	P76502	SIXA_ECOLI	sixA	Phosphohistidine phosphatase SixA	152592	151132	110394	235124	228715	220715
P76535	P76535	MURQ_ECOLI	murQ	N-acetylmuramic acid 6-phosphate etherase	1.27227e+06	1.5516e+06	1.28973e+06	1.25316e+06	1.35283e+06	1.28288e+06
P76536	P76536	YFEX_ECOLI	yfeX	Probable deferrochelatase/peroxidase YfeX	9.82093e+06	9.47532e+06	9.47957e+06	9.32491e+06	9.42611e+06	9.50872e+06
P76537	P76537	YFEY_ECOLI	yfeY	Uncharacterized protein YfeY	2.01019e+06	2.04194e+06	2.04486e+06	2.01328e+06	1.8763e+06	2.02398e+06
P76539	P76539	YPEA_ECOLI	ypeA	Acetyltransferase YpeA	1.75951e+06	996874	1.30232e+06	1.33822e+06	1.30002e+06	1.33226e+06
P76541	P76541	EUTL_ECOLI	eutL	Ethanolamine utilization protein EutL	324121	413499	425581	377062	369333	428806
P76558	P76558	MAO2_ECOLI	maeB	NADP-dependent malic enzyme	1.00198e+06	943427	983846	1.00815e+06	926146	1.11878e+06
P76576	P76576	YFGM_ECOLI	yfgM	UPF0070 protein YfgM	7.37098e+06	7.3043e+06	7.60195e+06	7.06788e+06	6.64616e+06	6.9871e+06
P76578	P76578	YFHM_ECOLI	yfhM	Uncharacterized lipoprotein YfhM	923606	1.09777e+06	979339	1.25623e+06	1.11385e+06	1.11987e+06
P76658	P76658	HLDE_ECOLI	hldE	Bifunctional protein HldE	7.79171e+06	7.59809e+06	8.0882e+06	8.44152e+06	8.38183e+06	8.34214e+06
P76938	P76938	EPMC_ECOLI	epmC	Elongation factor P hydroxylase	1.29062e+06	1.29548e+06	1.16006e+06	1.11221e+06	1.21655e+06	1.30258e+06
P77150	P77150	PDXY_ECOLI	pdxY	Pyridoxamine kinase	351770	205785	319567	292973	483077	434182
P77173	P77173	ZIPA_ECOLI	zipA	Cell division protein ZipA	1.66092e+06	2.29507e+06	2.08924e+06	1.88831e+06	2.50124e+06	2.21707e+06
P77212	P77212	RCLA_ECOLI	rclA	Probable pyridine nucleotide-disulfide oxidoreductase RclA	247803	236093	210999	268338	239950	202671
P77223	P77223	RSXB_ECOLI	rsxB	Electron transport complex subunit RsxB		155532	163268		267549	187458
P77247	P77247	YNIC_ECOLI	yniC	2-deoxyglucose-6-phosphate phosphatase	252283	255341	177311	228225	315177	317849
P77252	P77252	YKGE_ECOLI	ykgE	Uncharacterized protein YkgE	787372	925619	918300	848613	882574	815770
P77258	P77258	NEMA_ECOLI	nemA	N-ethylmaleimide reductase	4.5419e+06	3.95338e+06	4.17469e+06	4.6119e+06	4.1332e+06	4.05462e+06
P77318	P77318	YDEN_ECOLI	ydeN	Uncharacterized sulfatase YdeN	152623	246101	278767	308671	286370	253512
P77330	P77330	BORD_ECOLI	borD	Lipoprotein bor homolog from lambdoid prophage DLP12	1.72862e+07	1.80885e+07	1.83605e+07	2.13264e+07	2.09439e+07	2.07315e+07
P77338	P77338	MSCK_ECOLI	mscK	Mechanosensitive channel MscK	350203	346296	366824	333706	354877	405784
P77348	P77348	MPPA_ECOLI	mppA	Periplasmic murein peptide-binding protein	1.25166e+06	1.3969e+06	1.33336e+06	1.394e+06	1.32249e+06	1.44179e+06
P77376	P77376	YDGJ_ECOLI	ydgJ	Uncharacterized oxidoreductase YdgJ	1.30164e+06	1.64756e+06	1.38603e+06	1.55936e+06	1.58376e+06	1.62707e+06
P77395	P77395	YBBN_ECOLI	ybbN	Uncharacterized protein YbbN	2.24997e+06	2.4271e+06	2.45918e+06	2.33718e+06	2.39177e+06	2.38304e+06
P77398	P77398	ARNA_ECOLI	arnA	Bifunctional polymyxin resistance protein ArnA	453090	529736	581468	493903	508730	456410
P77433	P77433	YKGG_ECOLI	ykgG	Uncharacterized protein YkgG	834143	693522	830879	851213	792534	887695
P77434	P77434	ALAC_ECOLI	alaC	Glutamate-pyruvate aminotransferase AlaC	1.47444e+06	1.4474e+06	1.59448e+06	1.51381e+06	1.55621e+06	1.66005e+06
P77454	P77454	GLSA1_ECOLI	glsA1	Glutaminase 1	776886	498779	454460	733157	457234	773753
P77475	P77475	YQAB_ECOLI	yqaB	Fructose-1-phosphate phosphatase YqaB	2.40495e+06	2.44209e+06	2.55078e+06	2.73542e+06	2.6488e+06	2.41236e+06
P77488	P77488	DXS_ECOLI	dxs	1-deoxy-D-xylulose-5-phosphate synthase	887492	1.05165e+06	1.04149e+06	1.28989e+06	1.41124e+06	1.53549e+06
P77499	P77499	SUFC_ECOLI	sufC	Probable ATP-dependent transporter SufC	461454	513566	528680	546507	377855	471184
P77529	P77529	YDJN_ECOLI	ydjN	L-cystine transporter YdjN	5.35846e+06	6.01752e+06	6.36375e+06	5.78605e+06	6.95996e+06	6.18277e+06
P77561	P77561	YDEP_ECOLI	ydeP	Protein YdeP	273593			275390	254498	278774
P77567	P77567	NHOA_ECOLI	nhoA	N-hydroxyarylamine O-acetyltransferase	160764	219785	207254	189382	221243	194354
P77570	P77570	ANMK_ECOLI	anmK	Anhydro-N-acetylmuramic acid kinase	661570	668450	672133	598779	615420	678826
P77611	P77611	RSXC_ECOLI	rsxC	Electron transport complex subunit RsxC	756900	764800	816983	763835	704947	811047
P77625	P77625	YFBT_ECOLI	yfbT	Sugar phosphatase YfbT	7.977e+06	7.47846e+06	7.89181e+06	7.99329e+06	7.75794e+06	8.2943e+06
P77690	P77690	ARNB_ECOLI	arnB	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase	682858	651663	667331	639316	648018	624505
P77717	P77717	YBAY_ECOLI	ybaY	Uncharacterized lipoprotein YbaY	1.435e+06	1.41859e+06	1.3387e+06	1.47853e+06	1.21865e+06	1.27206e+06
P77718	P77718	THII_ECOLI	thiI	tRNA sulfurtransferase	940996	882596	944067	841460	838201	835489
P77721	P77721	YDJF_ECOLI	ydjF	Uncharacterized HTH-type transcriptional regulator YdjF	425727	504359	552734	449671	403340	507175
P77735	P77735	YAJO_ECOLI	yajO	Uncharacterized oxidoreductase YajO	388440	294011	418754	392515	359463	382517
P77737	P77737	OPPF_ECOLI	oppF	Oligopeptide transport ATP-binding protein OppF	284665	311581	385143	251185	307646	240453
P77739	P77739	YNIA_ECOLI	yniA	Uncharacterized protein YniA	816437	787651	960632	948625	991191	971204
P77748	P77748	YDIJ_ECOLI	ydiJ	Uncharacterized protein YdiJ	585884	611685	595898	626880	529136	729112
P77756	P77756	QUEC_ECOLI	queC	7-cyano-7-deazaguanine synthase	1.47128e+06	1.60925e+06	1.24084e+06	1.08e+06	1.4052e+06	1.06462e+06
P77774	P77774	BAMB_ECOLI	bamB	Outer membrane protein assembly factor BamB	1.13229e+07	1.13687e+07	1.12877e+07	9.92134e+06	9.5711e+06	9.83511e+06
P77804	P77804	YDGA_ECOLI	ydgA	Protein YdgA	6.86495e+06	6.73063e+06	6.8474e+06	6.92481e+06	7.2426e+06	7.22575e+06
P77808	P77808	CINAL_ECOLI	yfaY	NMN amidohydrolase-like protein YfaY	2.1584e+06	2.44306e+06	2.30301e+06	2.25962e+06	2.32799e+06	2.44641e+06
P78067	P78067	YNJE_ECOLI	ynjE	Thiosulfate sulfurtransferase YnjE	375610	473997	381711	514088	367096	459095
Q46798	Q46798	YGER_ECOLI	ygeR	Uncharacterized lipoprotein YgeR	279388	263996	289430	302924	246716	311907
Q46829	Q46829	BGLA_ECOLI	bglA	6-phospho-beta-glucosidase BglA	5.35806e+06	5.7396e+06	5.26618e+06	5.51244e+06	5.55031e+06	5.04437e+06
Q46835	Q46835	YGHG_ECOLI	yghG	Uncharacterized lipoprotein YghG	942170	887601	905904	907624	979860	1.00223e+06
Q46845	Q46845	YGHU_ECOLI	yghU	Disulfide-bond oxidoreductase YghU	210476	230709	207603	155654	147831	215874
Q46856	Q46856	YQHD_ECOLI	yqhD	Alcohol dehydrogenase YqhD	5.11038e+06	4.77014e+06	4.81344e+06	5.37485e+06	5.0533e+06	5.04228e+06
Q46857	Q46857	DKGA_ECOLI	dkgA	2,5-diketo-D-gluconic acid reductase A	1.12667e+06	891992	1.00579e+06	1.03441e+06	1.04468e+06	930542
Q46861	Q46861	YGIQ_ECOLI	ygiQ	UPF0313 protein YgiQ	77133.6	121985	97854.4	73602.7	91166.3	140088
Q46868	Q46868	YQIC_ECOLI	yqiC	Uncharacterized protein YqiC	1.78058e+06	1.10818e+06	917063	1.43141e+06	1.0317e+06	601644
Q46893	Q46893	ISPD_ECOLI	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	1.79063e+06	1.43308e+06	1.55877e+06	1.61588e+06	1.27971e+06	1.37077e+06
Q46904	Q46904	YGCN_ECOLI	ygcN	Probable electron transfer flavoprotein-quinone oxidoreductase YgcN	2.4801e+06	2.65197e+06	2.71303e+06	2.28598e+06	2.36046e+06	2.32675e+06
Q46920	Q46920	QUEF_ECOLI	queF	NADPH-dependent 7-cyano-7-deazaguanine reductase	1.73004e+06	1.76957e+06	1.66854e+06	1.8326e+06	1.68638e+06	1.63762e+06
Q46927	Q46927	TCDA_ECOLI	tcdA	tRNA threonylcarbamoyladenosine dehydratase	192585	298836	362405	177013	223894	234130
Q46948	Q46948	YAJL_ECOLI	yajL	Probable protein deglycase	1.97313e+06	1.63713e+06	1.68795e+06	1.90437e+06	1.77685e+06	1.86e+06
